model,run,scenario_id,decision_type,param,true,llm,lu,fd,corpus,llm_match,lu_match,fd_match
gemini,05,113,Appliance,baseline_time,,,,,,True,True,False
gemini,05,114,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.365,,,
gemini,05,114,Appliance,appliance,,,,,,True,True,True
gemini,05,114,Appliance,baseline_time,,,,,,True,True,False
gemini,05,115,Appliance,kwh_per_cycle,0.95,1.5,1.0,1.0,1.15,,,
gemini,05,115,Appliance,appliance,,,,,,True,True,True
gemini,05,115,Appliance,baseline_time,,,,,,True,True,True
gemini,05,116,Appliance,kwh_per_cycle,0.28,0.3,0.55,0.55,0.2,,,
gemini,05,116,Appliance,appliance,,,,,,True,True,True
gemini,05,116,Appliance,baseline_time,,,,,,True,True,False
gemini,05,117,Appliance,kwh_per_cycle,3.2,3.3,2.1,2.1,2.8,,,
gemini,05,117,Appliance,appliance,,,,,,True,True,True
gemini,05,117,Appliance,baseline_time,,,,,,True,True,False
gemini,05,118,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.365,,,
gemini,05,118,Appliance,appliance,,,,,,False,True,True
gemini,05,118,Appliance,baseline_time,,,,,,True,True,False
gemini,05,119,Appliance,kwh_per_cycle,0.35,1.5,0.55,0.55,0.365,,,
gemini,05,119,Appliance,appliance,,,,,,True,True,True
gemini,05,119,Appliance,baseline_time,,,,,,True,True,False
gemini,05,120,Appliance,kwh_per_cycle,3.0,3.3,2.1,2.1,2.6,,,
gemini,05,120,Appliance,appliance,,,,,,True,True,True
gemini,05,120,Appliance,baseline_time,,,,,,True,True,False
gemini,05,121,Appliance,kwh_per_cycle,1.25,1.2,1.0,1.0,1.1,,,
gemini,05,121,Appliance,appliance,,,,,,True,True,True
gemini,05,121,Appliance,baseline_time,,,,,,True,True,False
gemini,05,122,Appliance,kwh_per_cycle,2.8,3.3,2.1,2.1,2.5,,,
gemini,05,122,Appliance,appliance,,,,,,True,True,True
gemini,05,122,Appliance,baseline_time,,,,,,True,True,False
gemini,05,123,Appliance,kwh_per_cycle,1.1,1.2,1.0,1.0,0.91,,,
gemini,05,123,Appliance,appliance,,,,,,True,True,True
gemini,05,123,Appliance,baseline_time,,,,,,True,True,False
gemini,05,124,Appliance,kwh_per_cycle,2.8,3.3,2.1,2.1,2.6,,,
gemini,05,124,Appliance,appliance,,,,,,True,True,True
gemini,05,124,Appliance,baseline_time,,,,,,True,True,False
gemini,05,125,Appliance,kwh_per_cycle,0.85,2.3,0.55,0.55,0.35,,,
gemini,05,125,Appliance,appliance,,,,,,True,True,True
gemini,05,125,Appliance,baseline_time,,,,,,True,True,False
gemini,05,126,Appliance,kwh_per_cycle,1.05,1.2,1.0,1.0,1.1,,,
gemini,05,126,Appliance,appliance,,,,,,True,True,True
gemini,05,126,Appliance,baseline_time,,,,,,True,True,False
gemini,05,127,Appliance,kwh_per_cycle,0.35,1.5,0.55,0.55,0.365,,,
gemini,05,127,Appliance,appliance,,,,,,True,True,True
gemini,05,127,Appliance,baseline_time,,,,,,True,True,False
gemini,05,128,Appliance,kwh_per_cycle,2.9,3.3,2.1,2.1,2.6,,,
gemini,05,128,Appliance,appliance,,,,,,True,True,True
gemini,05,128,Appliance,baseline_time,,,,,,True,True,False
gemini,05,129,Appliance,kwh_per_cycle,1.25,1.5,1.0,1.0,1.15,,,
gemini,05,129,Appliance,appliance,,,,,,True,True,True
gemini,05,129,Appliance,baseline_time,,,,,,True,True,False
gemini,05,130,Appliance,kwh_per_cycle,0.42,1.5,0.55,0.55,0.365,,,
gemini,05,130,Appliance,appliance,,,,,,True,True,True
gemini,05,130,Appliance,baseline_time,,,,,,True,True,False
gemini,05,131,Appliance,kwh_per_cycle,3.1,3.3,2.1,2.1,3.3,,,
gemini,05,131,Appliance,appliance,,,,,,True,True,True
gemini,05,131,Appliance,baseline_time,,,,,,True,True,True
gemini,05,132,Appliance,kwh_per_cycle,0.85,1.2,1.0,1.0,0.91,,,
gemini,05,132,Appliance,appliance,,,,,,True,True,True
gemini,05,132,Appliance,baseline_time,,,,,,True,True,False
gemini,05,133,Appliance,kwh_per_cycle,0.3,1.5,0.55,0.55,0.365,,,
gemini,05,133,Appliance,appliance,,,,,,False,True,True
gemini,05,133,Appliance,baseline_time,,,,,,True,True,False
gemini,05,134,Appliance,kwh_per_cycle,2.8,3.3,2.1,2.1,2.5,,,
gemini,05,134,Appliance,appliance,,,,,,True,True,True
gemini,05,134,Appliance,baseline_time,,,,,,True,True,True
gemini,05,135,Appliance,kwh_per_cycle,1.1,1.2,1.0,1.0,1.1,,,
gemini,05,135,Appliance,appliance,,,,,,True,True,True
gemini,05,135,Appliance,baseline_time,,,,,,True,True,False
gemini,05,136,Shower,gpm,1.5,1.5,1.5,2.5,2.0,,,
gemini,05,136,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,136,Shower,water_heater_temp,105.0,120.0,120.0,120.0,120.0,,,
gemini,05,137,Shower,gpm,1.5,1.5,1.5,2.5,2.0,,,
gemini,05,137,Shower,tank_size,50.0,40.0,50.0,50.0,50.0,,,
gemini,05,137,Shower,water_heater_temp,110.0,120.0,120.0,120.0,120.0,,,
gemini,05,138,Shower,gpm,1.5,1.5,1.5,2.5,2.0,,,
gemini,05,138,Shower,tank_size,40.0,40.0,50.0,50.0,30.0,,,
gemini,05,138,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,139,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,139,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,139,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,140,Shower,gpm,1.5,1.5,1.5,2.5,2.0,,,
gemini,05,140,Shower,tank_size,60.0,50.0,50.0,50.0,60.0,,,
gemini,05,140,Shower,water_heater_temp,130.0,120.0,120.0,120.0,120.0,,,
gemini,05,141,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,141,Shower,tank_size,60.0,50.0,50.0,50.0,60.0,,,
gemini,05,141,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,142,Shower,gpm,1.5,1.5,1.5,2.5,2.0,,,
gemini,05,142,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,142,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,143,Shower,gpm,1.5,1.5,1.5,2.5,2.0,,,
gemini,05,143,Shower,tank_size,50.0,50.0,50.0,50.0,45.0,,,
gemini,05,143,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,144,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,144,Shower,tank_size,80.0,50.0,50.0,50.0,45.0,,,
gemini,05,144,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,145,Shower,gpm,3.5,2.5,4.0,2.5,3.5,,,
gemini,05,145,Shower,tank_size,40.0,50.0,50.0,50.0,45.0,,,
gemini,05,145,Shower,water_heater_temp,135.0,120.0,120.0,120.0,120.0,,,
gemini,05,146,Shower,gpm,3.5,2.5,4.0,2.5,3.5,,,
gemini,05,146,Shower,tank_size,60.0,80.0,50.0,50.0,50.0,,,
gemini,05,146,Shower,water_heater_temp,140.0,120.0,120.0,120.0,120.0,,,
gemini,05,147,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,147,Shower,tank_size,60.0,50.0,50.0,50.0,60.0,,,
gemini,05,147,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,148,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,148,Shower,tank_size,50.0,50.0,50.0,50.0,50.0,,,
gemini,05,148,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,149,Shower,gpm,3.5,2.5,4.0,2.5,3.5,,,
gemini,05,149,Shower,tank_size,50.0,50.0,50.0,50.0,60.0,,,
gemini,05,149,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,150,Shower,gpm,3.5,2.5,4.0,2.5,3.5,,,
gemini,05,150,Shower,tank_size,40.0,40.0,50.0,50.0,50.0,,,
gemini,05,150,Shower,water_heater_temp,130.0,120.0,120.0,120.0,120.0,,,
gemini,05,151,Shower,gpm,4.0,2.5,4.0,2.5,3.5,,,
gemini,05,151,Shower,tank_size,40.0,80.0,50.0,50.0,50.0,,,
gemini,05,151,Shower,water_heater_temp,135.0,120.0,120.0,120.0,120.0,,,
gemini,05,152,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,152,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,152,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,153,Shower,gpm,4.0,2.5,4.0,2.5,3.5,,,
gemini,05,153,Shower,tank_size,50.0,50.0,50.0,50.0,45.0,,,
gemini,05,153,Shower,water_heater_temp,140.0,120.0,120.0,120.0,120.0,,,
gemini,05,154,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,154,Shower,tank_size,30.0,40.0,50.0,50.0,60.0,,,
gemini,05,154,Shower,water_heater_temp,105.0,120.0,120.0,120.0,120.0,,,
gemini,05,155,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,155,Shower,tank_size,40.0,50.0,50.0,50.0,45.0,,,
gemini,05,155,Shower,water_heater_temp,110.0,120.0,120.0,120.0,120.0,,,
gemini,05,156,Shower,gpm,3.0,2.5,2.5,2.5,2.5,,,
gemini,05,156,Shower,tank_size,50.0,80.0,50.0,50.0,45.0,,,
gemini,05,156,Shower,water_heater_temp,130.0,120.0,120.0,120.0,120.0,,,
gemini,05,157,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,157,Shower,tank_size,80.0,40.0,50.0,50.0,40.0,,,
gemini,05,157,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,158,Shower,gpm,3.5,2.5,4.0,2.5,3.5,,,
gemini,05,158,Shower,tank_size,50.0,50.0,50.0,50.0,50.0,,,
gemini,05,158,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,159,Shower,gpm,3.5,2.5,4.0,2.5,3.5,,,
gemini,05,159,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,159,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,160,Shower,gpm,4.0,2.5,4.0,2.5,3.5,,,
gemini,05,160,Shower,tank_size,65.0,50.0,50.0,50.0,60.0,,,
gemini,05,160,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,161,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,161,Shower,tank_size,50.0,50.0,50.0,50.0,60.0,,,
gemini,05,161,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,162,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,162,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,162,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,163,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,163,Shower,tank_size,60.0,50.0,50.0,50.0,60.0,,,
gemini,05,163,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,164,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,164,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,164,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,165,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,165,Shower,tank_size,50.0,50.0,50.0,50.0,50.0,,,
gemini,05,165,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,166,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,166,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,166,Shower,water_heater_temp,105.0,120.0,120.0,120.0,120.0,,,
gemini,05,167,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,167,Shower,tank_size,50.0,50.0,50.0,50.0,50.0,,,
gemini,05,167,Shower,water_heater_temp,105.0,120.0,120.0,120.0,120.0,,,
gemini,05,168,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,168,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,168,Shower,water_heater_temp,110.0,120.0,120.0,120.0,120.0,,,
gemini,05,169,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,169,Shower,tank_size,50.0,50.0,50.0,50.0,50.0,,,
gemini,05,169,Shower,water_heater_temp,130.0,120.0,120.0,120.0,120.0,,,
gemini,05,170,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,170,Shower,tank_size,60.0,50.0,50.0,50.0,60.0,,,
gemini,05,170,Shower,water_heater_temp,140.0,120.0,120.0,120.0,120.0,,,
gemini,05,171,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,171,Shower,tank_size,40.0,50.0,50.0,50.0,45.0,,,
gemini,05,171,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,172,Shower,gpm,3.0,2.5,2.5,2.5,2.5,,,
gemini,05,172,Shower,tank_size,40.0,50.0,50.0,50.0,60.0,,,
gemini,05,172,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,173,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,173,Shower,tank_size,50.0,50.0,50.0,50.0,50.0,,,
gemini,05,173,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,174,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,174,Shower,tank_size,50.0,50.0,50.0,50.0,45.0,,,
gemini,05,174,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,175,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,175,Shower,tank_size,60.0,80.0,50.0,50.0,45.0,,,
gemini,05,175,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,176,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,176,Shower,tank_size,50.0,40.0,50.0,50.0,50.0,,,
gemini,05,176,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,177,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,177,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,177,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,178,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,178,Shower,tank_size,50.0,50.0,50.0,50.0,50.0,,,
gemini,05,178,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,179,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,179,Shower,tank_size,50.0,40.0,50.0,50.0,50.0,,,
gemini,05,179,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,180,Shower,gpm,3.0,2.5,2.5,2.5,2.5,,,
gemini,05,180,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,180,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,181,Shower,gpm,4.0,2.5,4.0,2.5,3.5,,,
gemini,05,181,Shower,tank_size,65.0,50.0,50.0,50.0,45.0,,,
gemini,05,181,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,182,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,182,Shower,tank_size,50.0,50.0,50.0,50.0,50.0,,,
gemini,05,182,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,183,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,183,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,183,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,184,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,184,Shower,tank_size,50.0,50.0,50.0,50.0,50.0,,,
gemini,05,184,Shower,water_heater_temp,105.0,120.0,120.0,120.0,120.0,,,
gemini,05,185,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,185,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,185,Shower,water_heater_temp,135.0,120.0,120.0,120.0,120.0,,,
gemini,05,186,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,186,Shower,tank_size,30.0,50.0,50.0,50.0,60.0,,,
gemini,05,186,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,187,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,187,Shower,tank_size,80.0,80.0,50.0,50.0,45.0,,,
gemini,05,187,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,188,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,188,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,188,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,189,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,189,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,189,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,190,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,190,Shower,tank_size,50.0,40.0,50.0,50.0,50.0,,,
gemini,05,190,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,191,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gemini,05,191,Shower,tank_size,50.0,40.0,50.0,50.0,50.0,,,
gemini,05,191,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,192,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,192,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,192,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gemini,05,193,Shower,gpm,1.5,1.5,1.5,2.5,2.0,,,
gemini,05,193,Shower,tank_size,30.0,40.0,50.0,50.0,30.0,,,
gemini,05,193,Shower,water_heater_temp,105.0,120.0,120.0,120.0,120.0,,,
gemini,05,194,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,194,Shower,tank_size,30.0,40.0,50.0,50.0,30.0,,,
gemini,05,194,Shower,water_heater_temp,110.0,120.0,120.0,120.0,120.0,,,
gemini,05,195,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gemini,05,195,Shower,tank_size,40.0,40.0,50.0,50.0,40.0,,,
gemini,05,195,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gptoss,01,1,HVAC,r_value,22.0,20.0,21.5,15.0,22.0,,,
gptoss,01,1,HVAC,seer,13.0,15.0,10.0,13.0,13.0,,,
gptoss,01,1,HVAC,hvac_age,20.0,8.0,25.5,13.0,21.0,,,
gptoss,01,1,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,2,HVAC,r_value,23.0,30.0,21.5,15.0,22.0,,,
gptoss,01,2,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
gptoss,01,2,HVAC,hvac_age,20.0,10.0,25.5,13.0,21.0,,,
gptoss,01,2,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,7,HVAC,r_value,8.0,13.0,10.0,15.0,9.0,,,
gptoss,01,7,HVAC,seer,9.0,14.0,9.0,13.0,13.0,,,
gptoss,01,7,HVAC,hvac_age,40.0,10.0,45.5,13.0,16.0,,,
gptoss,01,7,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,8,HVAC,r_value,21.0,20.0,21.5,15.0,22.0,,,
gptoss,01,8,HVAC,seer,13.0,14.0,10.0,13.0,13.0,,,
gptoss,01,8,HVAC,hvac_age,23.0,12.0,25.5,13.0,21.0,,,
gptoss,01,8,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,9,HVAC,r_value,22.0,20.0,21.5,15.0,22.0,,,
gptoss,01,9,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
gptoss,01,9,HVAC,hvac_age,23.0,10.0,25.5,13.0,21.0,,,
gptoss,01,9,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,10,HVAC,r_value,23.0,20.0,21.5,15.0,22.0,,,
gptoss,01,10,HVAC,seer,16.0,14.0,13.0,13.0,14.0,,,
gptoss,01,10,HVAC,hvac_age,12.0,12.0,18.0,13.0,15.0,,,
gptoss,01,10,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,11,HVAC,r_value,16.0,20.0,15.5,15.0,16.0,,,
gptoss,01,11,HVAC,seer,16.0,13.0,14.0,13.0,16.0,,,
gptoss,01,11,HVAC,hvac_age,5.0,2.0,3.0,13.0,5.0,,,
gptoss,01,11,HVAC,occupancy_context,,,,,,True,True,False
gptoss,01,13,HVAC,r_value,11.0,10.0,10.0,15.0,9.0,,,
gptoss,01,13,HVAC,seer,18.0,13.0,14.0,13.0,16.0,,,
gptoss,01,13,HVAC,hvac_age,1.0,3.0,3.0,13.0,5.0,,,
gptoss,01,13,HVAC,occupancy_context,,,,,,False,False,False
gptoss,01,15,HVAC,r_value,12.0,13.0,10.0,15.0,9.0,,,
gptoss,01,15,HVAC,seer,17.0,14.0,14.0,13.0,16.0,,,
gptoss,01,15,HVAC,hvac_age,4.0,3.0,3.0,13.0,5.0,,,
gptoss,01,15,HVAC,occupancy_context,,,,,,False,True,False
gptoss,01,16,HVAC,r_value,10.0,13.0,10.0,15.0,9.0,,,
gptoss,01,16,HVAC,seer,17.0,13.0,14.0,13.0,16.0,,,
gptoss,01,16,HVAC,hvac_age,4.0,3.0,3.0,13.0,5.0,,,
gptoss,01,16,HVAC,occupancy_context,,,,,,False,True,False
gptoss,01,18,HVAC,r_value,11.0,13.0,10.0,15.0,9.0,,,
gptoss,01,18,HVAC,seer,15.0,13.0,13.0,13.0,16.0,,,
gptoss,01,18,HVAC,hvac_age,9.0,5.0,8.0,13.0,5.0,,,
gptoss,01,18,HVAC,occupancy_context,,,,,,True,True,False
gptoss,01,20,HVAC,r_value,15.0,13.0,15.5,15.0,16.0,,,
gptoss,01,20,HVAC,seer,15.0,14.0,13.0,13.0,15.0,,,
gptoss,01,20,HVAC,hvac_age,12.0,10.0,13.0,13.0,10.0,,,
gptoss,01,20,HVAC,occupancy_context,,,,,,False,True,False
gptoss,01,21,HVAC,r_value,10.0,13.0,10.0,15.0,9.0,,,
gptoss,01,21,HVAC,seer,14.0,13.0,13.0,13.0,15.0,,,
gptoss,01,21,HVAC,hvac_age,16.0,10.0,13.0,13.0,10.0,,,
gptoss,01,21,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,22,HVAC,r_value,16.0,13.0,15.5,15.0,16.0,,,
gptoss,01,22,HVAC,seer,14.0,13.0,13.0,13.0,14.0,,,
gptoss,01,22,HVAC,hvac_age,19.0,10.0,18.0,13.0,15.0,,,
gptoss,01,22,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,24,HVAC,r_value,11.0,13.0,10.0,15.0,9.0,,,
gptoss,01,24,HVAC,seer,12.0,13.0,10.0,13.0,13.0,,,
gptoss,01,24,HVAC,hvac_age,25.0,25.0,25.5,13.0,21.0,,,
gptoss,01,24,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,26,HVAC,r_value,10.0,13.0,10.0,15.0,9.0,,,
gptoss,01,26,HVAC,seer,11.0,13.0,10.0,13.0,13.0,,,
gptoss,01,26,HVAC,hvac_age,30.0,10.0,25.5,13.0,21.0,,,
gptoss,01,26,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,27,HVAC,r_value,14.0,20.0,15.5,15.0,16.0,,,
gptoss,01,27,HVAC,seer,8.0,13.0,9.0,13.0,12.0,,,
gptoss,01,27,HVAC,hvac_age,95.0,20.0,60.0,13.0,18.0,,,
gptoss,01,27,HVAC,occupancy_context,,,,,,True,True,False
gptoss,01,30,HVAC,r_value,17.0,13.0,15.5,15.0,16.0,,,
gptoss,01,30,HVAC,seer,13.0,13.0,13.0,13.0,14.0,,,
gptoss,01,30,HVAC,hvac_age,18.0,10.0,18.0,13.0,15.0,,,
gptoss,01,30,HVAC,occupancy_context,,,,,,False,True,False
gptoss,01,31,HVAC,r_value,23.0,30.0,21.5,15.0,22.0,,,
gptoss,01,31,HVAC,seer,16.0,14.0,13.0,13.0,16.0,,,
gptoss,01,31,HVAC,hvac_age,8.0,5.0,8.0,13.0,5.0,,,
gptoss,01,31,HVAC,occupancy_context,,,,,,True,True,False
gptoss,01,33,HVAC,r_value,11.0,12.0,10.0,15.0,9.0,,,
gptoss,01,33,HVAC,seer,11.0,13.0,10.0,13.0,13.0,,,
gptoss,01,33,HVAC,hvac_age,28.0,10.0,25.5,13.0,21.0,,,
gptoss,01,33,HVAC,occupancy_context,,,,,,False,False,False
gptoss,01,35,HVAC,r_value,9.0,13.0,10.0,15.0,9.0,,,
gptoss,01,35,HVAC,seer,11.0,13.0,10.0,13.0,13.0,,,
gptoss,01,35,HVAC,hvac_age,25.0,25.0,25.5,13.0,21.0,,,
gptoss,01,35,HVAC,occupancy_context,,,,,,False,False,False
gptoss,01,36,HVAC,r_value,15.0,20.0,15.5,15.0,16.0,,,
gptoss,01,36,HVAC,seer,14.0,13.0,13.0,13.0,15.0,,,
gptoss,01,36,HVAC,hvac_age,12.0,10.0,13.0,13.0,10.0,,,
gptoss,01,36,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,37,HVAC,r_value,16.0,13.0,15.5,15.0,16.0,,,
gptoss,01,37,HVAC,seer,15.0,13.0,13.0,13.0,16.0,,,
gptoss,01,37,HVAC,hvac_age,8.0,8.0,8.0,13.0,5.0,,,
gptoss,01,37,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,38,HVAC,r_value,21.0,30.0,21.5,15.0,22.0,,,
gptoss,01,38,HVAC,seer,14.0,13.0,13.0,13.0,14.0,,,
gptoss,01,38,HVAC,hvac_age,16.0,10.0,18.0,13.0,15.0,,,
gptoss,01,38,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,39,HVAC,r_value,14.0,20.0,15.5,15.0,16.0,,,
gptoss,01,39,HVAC,seer,12.0,13.0,10.0,13.0,13.0,,,
gptoss,01,39,HVAC,hvac_age,25.0,10.0,25.5,13.0,21.0,,,
gptoss,01,39,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,42,HVAC,r_value,9.0,13.0,10.0,15.0,9.0,,,
gptoss,01,42,HVAC,seer,10.0,13.0,9.0,13.0,13.0,,,
gptoss,01,42,HVAC,hvac_age,32.0,10.0,35.5,13.0,26.0,,,
gptoss,01,42,HVAC,occupancy_context,,,,,,True,True,True
gptoss,01,44,HVAC,r_value,23.0,30.0,21.5,15.0,22.0,,,
gptoss,01,44,HVAC,seer,15.0,13.0,13.0,13.0,15.0,,,
gptoss,01,44,HVAC,hvac_age,10.0,13.0,13.0,13.0,10.0,,,
gptoss,01,44,HVAC,occupancy_context,,,,,,False,True,False
gptoss,01,46,HVAC,r_value,21.0,20.0,21.5,15.0,22.0,,,
gptoss,01,46,HVAC,seer,15.0,13.0,13.0,13.0,14.0,,,
